state_name,district_name,mandal_name,village_name,crop_name,disease_name,affected_area_acres,total_crop_area_acres,disease_incidence_percent,severity_level,affected_farmers,season
Andhra Pradesh,NTR,Vijayawada Rural,Annavaram,Sugarcane,Red Rot,875.92,1812.0,48.34,High,219,Rabi
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_4,Ananthapuramu_Village_23,Sugarcane,Smut,349.61,1263.67,27.67,Medium,332,Rabi
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_9,Parvathipuram Manyam_Village_4,Tomato,Early Blight,418.73,513.34,81.57,Low,394,Kharif
Andhra Pradesh,Guntur,Amaravathi,Chinakakani,Groundnut,Rust,269.17,794.0,33.9,High,253,Rabi
Andhra Pradesh,West Godavari,Bhimavaram,Ramapuram,Paddy (Rice),Blast,210.5,2524.0,8.34,Low,792,Summer
Andhra Pradesh,East Godavari,Rajanagaram,Annavaram,Cotton,Leaf Curl Virus,4.72,196.0,2.41,Low,683,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Venkannapalem,Sugarcane,Red Rot,332.85,563.0,59.12,Severe,540,Kharif
Andhra Pradesh,East Godavari,Kadiam,Pedapadu,Banana,Sigatoka,16.02,983.0,1.63,Low,436,Kharif
Andhra Pradesh,West Godavari,Narasapuram,Dulla,Mango,Powdery Mildew,288.15,538.0,53.56,Severe,295,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Ramapuram,Tomato,Leaf Curl Virus,258.2,2358.0,10.95,Medium,466,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Lingapuram,Chilli,Leaf Curl Virus,1255.44,1938.0,64.78,Severe,371,Summer
Andhra Pradesh,Anakapalli,Anakapalli_Mandal_8,Anakapalli_Village_17,Onion,Purple Blotch,399.72,1320.13,30.28,High,462,Kharif
Andhra Pradesh,Annamayya,Madanapalle,Kothapalli,Turmeric,Leaf Spot,121.01,1955.0,6.19,Low,427,Rabi
Andhra Pradesh,Guntur,Amaravathi,Lingapuram,Banana,Sigatoka,99.44,1437.0,6.92,Low,734,Summer
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_3,Ananthapuramu_Village_37,Turmeric,Leaf Blotch,256.28,701.74,36.52,High,332,Rabi
Andhra Pradesh,Prakasam,Markapur,Annavaram,Chilli,Anthracnose,1623.65,2576.0,63.03,Severe,440,Kharif
Andhra Pradesh,Guntur,Tadikonda,Pedapadu,Mango,Anthracnose,375.48,1522.0,24.67,Medium,860,Rabi
Andhra Pradesh,Alluri Sitharama Raju,Alluri Sitharama Raju_Mandal_7,Alluri Sitharama Raju_Village_20,Chilli,Die Back,177.87,446.46,39.84,Low,182,Zaid
Andhra Pradesh,Alluri Sitharama Raju,Alluri Sitharama Raju_Mandal_1,Alluri Sitharama Raju_Village_39,Sugarcane,Red Rot,145.77,332.83,43.8,Medium,467,Zaid
Andhra Pradesh,East Godavari,Seethanagaram,Chinakakani,Maize,Maydis Leaf Blight,463.73,1028.0,45.11,High,644,Summer
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_3,Parvathipuram Manyam_Village_26,Chilli,Die Back,327.38,1010.64,32.39,Medium,228,Kharif
Andhra Pradesh,West Godavari,Narasapuram,Ramapuram,Tomato,Late Blight,55.22,1068.0,5.17,Low,101,Summer
Andhra Pradesh,Prakasam,Chimakurthy,Annavaram,Sugarcane,Red Rot,603.6,2004.0,30.12,High,951,Rabi
Andhra Pradesh,Tirupati,Tirupati_Mandal_1,Tirupati_Village_30,Chilli,Die Back,110.65,1080.06,10.24,Medium,334,Rabi
Andhra Pradesh,YSR Kadapa,YSR Kadapa_Mandal_4,YSR Kadapa_Village_26,Rice,Bacterial Blight,346.31,1012.91,34.19,Low,177,Kharif
Andhra Pradesh,Krishna,Machilipatnam,Lingapuram,Mango,Anthracnose,94.1,167.0,56.35,Severe,323,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Lingapuram,Chilli,Leaf Curl Virus,550.35,1264.0,43.54,High,324,Rabi
Andhra Pradesh,Eluru,Eluru_Mandal_9,Eluru_Village_42,Tomato,Leaf Curl,178.2,224.19,79.49,Medium,322,Rabi
Andhra Pradesh,NTR,Vijayawada Rural,Konidela,Banana,Panama Wilt,158.66,1001.0,15.85,Medium,479,Kharif
Andhra Pradesh,Palnadu,Palnadu_Mandal_10,Palnadu_Village_17,Rice,Brown Spot,200.77,391.05,51.34,High,169,Rabi
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_7,Parvathipuram Manyam_Village_36,Tomato,Early Blight,34.11,833.18,4.09,High,338,Kharif
Andhra Pradesh,East Godavari,Rajanagaram,Valasapalle,Groundnut,Rust,39.69,150.0,26.46,High,482,Rabi
Andhra Pradesh,Prakasam,Markapur,Konidela,Paddy (Rice),Brown Spot,246.65,847.0,29.12,High,888,Summer
Andhra Pradesh,Annamayya,Madanapalle,Mallavaram,Cotton,Pink Bollworm,272.91,431.0,63.32,Severe,329,Summer
Andhra Pradesh,Guntur,Amaravathi,Venkannapalem,Cotton,Pink Bollworm,42.95,703.0,6.11,Low,333,Summer
Andhra Pradesh,West Godavari,Palacole,Dulla,Tomato,Leaf Curl Virus,190.1,506.0,37.57,High,952,Summer
Andhra Pradesh,Guntur,Mangalagiri,Pedapadu,Onion,Stemphylium Blight,1010.52,2935.0,34.43,High,212,Kharif
Andhra Pradesh,YSR Kadapa,YSR Kadapa_Mandal_7,YSR Kadapa_Village_46,Groundnut,Rust,196.26,1062.48,18.47,Low,182,Zaid
Andhra Pradesh,Kurnool,Nandyal,Ramapuram,Groundnut,Rust,271.89,1447.0,18.79,Medium,620,Summer
Andhra Pradesh,Vizianagaram,Vizianagaram_Mandal_5,Vizianagaram_Village_25,Sugarcane,Smut,267.76,1265.34,21.16,High,403,Rabi
Andhra Pradesh,Guntur,Tadikonda,Valasapalle,Maize,Turcicum Leaf Blight,1439.16,2331.0,61.74,Severe,509,Summer
Andhra Pradesh,Guntur,Tadikonda,Ramapuram,Sugarcane,Red Rot,421.64,853.0,49.43,High,156,Summer
Andhra Pradesh,Prakasam,Markapur,Dulla,Turmeric,Rhizome Rot,35.66,394.0,9.05,Low,716,Rabi
Andhra Pradesh,Annamayya,Rayachoti,Kothapalli,Sugarcane,Smut,864.42,2532.0,34.14,High,50,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Lingapuram,Chilli,Leaf Curl Virus,1111.67,2534.0,43.87,High,586,Kharif
Andhra Pradesh,Alluri Sitharama Raju,Alluri Sitharama Raju_Mandal_1,Alluri Sitharama Raju_Village_29,Cotton,Wilt,178.5,885.81,20.15,Medium,14,Rabi
Andhra Pradesh,Palnadu,Palnadu_Mandal_2,Palnadu_Village_39,Maize,Turcicum Leaf Blight,9.46,466.31,2.03,High,104,Zaid
Andhra Pradesh,Guntur,Amaravathi,Annavaram,Tomato,Leaf Curl Virus,1405.5,2085.0,67.41,Severe,275,Rabi
Andhra Pradesh,East Godavari,Kadiam,Valasapalle,Chilli,Anthracnose,67.6,738.0,9.16,Low,421,Rabi
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_1,Parvathipuram Manyam_Village_30,Mango,Sooty Mold,332.19,1226.77,27.08,High,394,Rabi
Andhra Pradesh,Prakasam,Ongole,Venkannapalem,Groundnut,Rust,109.87,787.0,13.96,Medium,561,Kharif
Andhra Pradesh,Annamayya,Pileru,Pedapadu,Chilli,Leaf Curl Virus,1475.38,2146.0,68.75,Severe,775,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Kothapalli,Tomato,Leaf Curl Virus,401.58,761.0,52.77,Severe,327,Rabi
Andhra Pradesh,East Godavari,Kadiam,Konidela,Tomato,Late Blight,1285.98,2932.0,43.86,High,462,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Kothapalli,Jowar (Sorghum),Anthracnose,1934.1,2915.0,66.35,Severe,282,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Lingapuram,Onion,Purple Blotch,199.27,936.0,21.29,Medium,623,Summer
Andhra Pradesh,NTR,Gannavaram,Kothapalli,Tomato,Late Blight,33.34,360.0,9.26,Low,372,Summer
Andhra Pradesh,YSR Kadapa,YSR Kadapa_Mandal_1,YSR Kadapa_Village_11,Tomato,Late Blight,459.05,1092.52,42.02,Low,167,Zaid
Andhra Pradesh,Annamayya,Rayachoti,Valasapalle,Maize,Downy Mildew,764.21,2842.0,26.89,High,662,Summer
Andhra Pradesh,Prakasam,Chimakurthy,Pedapadu,Jowar (Sorghum),Grain Mold,294.6,482.0,61.12,Severe,348,Summer
Andhra Pradesh,East Godavari,Kadiam,Mallavaram,Jowar (Sorghum),Grain Mold,35.34,216.0,16.36,Medium,101,Kharif
Andhra Pradesh,Kurnool,Nandyal,Kothapalli,Jowar (Sorghum),Grain Mold,261.32,2128.0,12.28,Medium,917,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Venkannapalem,Jowar (Sorghum),Grain Mold,117.57,517.0,22.74,Medium,371,Summer
Andhra Pradesh,Nandyal,Nandyal_Mandal_7,Nandyal_Village_27,Maize,Stalk Rot,170.59,595.82,28.63,Medium,277,Rabi
Andhra Pradesh,NTR,Vijayawada Rural,Valasapalle,Paddy (Rice),Blast,106.06,160.0,66.29,Severe,808,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Ramapuram,Maize,Maydis Leaf Blight,633.61,1888.0,33.56,High,790,Kharif
Andhra Pradesh,NTR,Gannavaram,Valasapalle,Chilli,Leaf Curl Virus,539.01,1839.0,29.31,High,999,Summer
Andhra Pradesh,East Godavari,Seethanagaram,Chinakakani,Maize,Turcicum Leaf Blight,476.75,1321.0,36.09,High,371,Rabi
Andhra Pradesh,Kurnool,Banaganapalle,Annavaram,Sugarcane,Smut,60.27,107.0,56.33,Severe,642,Summer
Andhra Pradesh,NTR,Kanchikacherla,Valasapalle,Onion,Stemphylium Blight,1147.73,1667.0,68.85,Severe,220,Summer
Andhra Pradesh,Krishna,Machilipatnam,Chinakakani,Turmeric,Leaf Spot,1017.47,1691.0,60.17,Severe,551,Kharif
Andhra Pradesh,East Godavari,Rajanagaram,Dulla,Paddy (Rice),Blast,475.42,2162.0,21.99,Medium,232,Kharif
Andhra Pradesh,NTR,Kanchikacherla,Valasapalle,Maize,Turcicum Leaf Blight,268.49,540.0,49.72,High,803,Summer
Andhra Pradesh,East Godavari,Kadiam,Chinakakani,Groundnut,Tikka Leaf Spot,76.93,269.0,28.6,High,845,Kharif
Andhra Pradesh,Nandyal,Nandyal_Mandal_2,Nandyal_Village_4,Turmeric,Leaf Spot,273.35,1183.68,23.09,Low,237,Zaid
Andhra Pradesh,Nandyal,Nandyal_Mandal_9,Nandyal_Village_34,Onion,Purple Blotch,203.4,430.34,47.26,Low,126,Zaid
Andhra Pradesh,Guntur,Mangalagiri,Dulla,Turmeric,Rhizome Rot,822.66,1367.0,60.18,Severe,645,Kharif
Andhra Pradesh,East Godavari,Kadiam,Mallavaram,Turmeric,Leaf Spot,384.16,2218.0,17.32,Medium,472,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Valasapalle,Mango,Anthracnose,298.09,1143.0,26.08,High,908,Kharif
Andhra Pradesh,East Godavari,Kadiam,Valasapalle,Maize,Maydis Leaf Blight,152.18,252.0,60.39,Severe,192,Rabi
Andhra Pradesh,Kurnool,Nandyal,Chinakakani,Tomato,Leaf Curl Virus,863.25,1672.0,51.63,Severe,729,Summer
Andhra Pradesh,Prakasam,Chimakurthy,Kothapalli,Paddy (Rice),Bacterial Leaf Blight,105.94,227.0,46.67,High,502,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Ramapuram,Sugarcane,Red Rot,232.65,1610.0,14.45,Medium,735,Rabi
Andhra Pradesh,Prakasam,Ongole,Pedapadu,Cotton,Pink Bollworm,290.21,747.0,38.85,High,710,Summer
Andhra Pradesh,Bapatla,Bapatla_Mandal_1,Bapatla_Village_24,Turmeric,Leaf Blotch,267.36,890.79,30.01,Low,311,Rabi
Andhra Pradesh,West Godavari,Palacole,Pedapadu,Maize,Maydis Leaf Blight,587.66,1490.0,39.44,High,225,Summer
Andhra Pradesh,NTR,Gannavaram,Dulla,Groundnut,Tikka Leaf Spot,509.03,1690.0,30.12,High,606,Rabi
Andhra Pradesh,Krishna,Gudivada,Valasapalle,Chilli,Anthracnose,656.11,2051.0,31.99,High,818,Rabi
Andhra Pradesh,Anakapalli,Anakapalli_Mandal_7,Anakapalli_Village_10,Tomato,Leaf Curl,362.12,1163.22,31.13,Low,189,Zaid
Andhra Pradesh,East Godavari,Kadiam,Dulla,Jowar (Sorghum),Anthracnose,809.53,1561.0,51.86,Severe,840,Summer
Andhra Pradesh,NTR,Vijayawada Rural,Dulla,Paddy (Rice),Bacterial Leaf Blight,202.56,2861.0,7.08,Low,947,Kharif
Andhra Pradesh,Guntur,Amaravathi,Lingapuram,Onion,Purple Blotch,1540.73,2244.0,68.66,Severe,512,Rabi
Andhra Pradesh,Guntur,Tadikonda,Kothapalli,Maize,Turcicum Leaf Blight,254.49,1046.0,24.33,Medium,384,Rabi
Andhra Pradesh,Kakinada,Kakinada_Mandal_5,Kakinada_Village_21,Chilli,Die Back,409.99,580.31,70.65,Medium,112,Zaid
Andhra Pradesh,Guntur,Amaravathi,Dulla,Jowar (Sorghum),Anthracnose,647.02,1128.0,57.36,Severe,446,Kharif
Andhra Pradesh,Vizianagaram,Vizianagaram_Mandal_8,Vizianagaram_Village_18,Mango,Anthracnose,173.61,198.54,87.44,Low,433,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Venkannapalem,Banana,Sigatoka,14.85,145.0,10.24,Medium,841,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Mallavaram,Sugarcane,Smut,919.3,1387.0,66.28,Severe,137,Rabi
Andhra Pradesh,Anakapalli,Anakapalli_Mandal_4,Anakapalli_Village_33,Sugarcane,Red Rot,146.52,630.76,23.23,Low,411,Rabi
Andhra Pradesh,YSR Kadapa,YSR Kadapa_Mandal_2,YSR Kadapa_Village_13,Mango,Anthracnose,436.91,1002.6,43.58,Low,470,Zaid
Andhra Pradesh,East Godavari,Rajanagaram,Chinakakani,Chilli,Leaf Curl Virus,509.93,1003.0,50.84,Severe,441,Summer
Andhra Pradesh,NTR,Kanchikacherla,Chinakakani,Chilli,Leaf Curl Virus,373.23,1012.0,36.88,High,773,Summer
Andhra Pradesh,NTR,Kanchikacherla,Venkannapalem,Paddy (Rice),Brown Spot,59.74,172.0,34.73,High,782,Kharif
Andhra Pradesh,West Godavari,Bhimavaram,Mallavaram,Paddy (Rice),Brown Spot,848.8,1753.0,48.42,High,536,Rabi
Andhra Pradesh,Tirupati,Tirupati_Mandal_9,Tirupati_Village_44,Tomato,Leaf Curl,404.39,1101.7,36.71,Medium,302,Kharif
Andhra Pradesh,Kakinada,Kakinada_Mandal_10,Kakinada_Village_36,Groundnut,Tikka Disease,72.5,836.18,8.67,High,65,Rabi
Andhra Pradesh,Prakasam,Ongole,Lingapuram,Groundnut,Rust,621.95,1691.0,36.78,High,679,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Ramapuram,Turmeric,Leaf Spot,86.29,135.0,63.92,Severe,33,Rabi
Andhra Pradesh,NTR,Gannavaram,Annavaram,Jowar (Sorghum),Grain Mold,292.95,1537.0,19.06,Medium,473,Rabi
Andhra Pradesh,Krishna,Machilipatnam,Annavaram,Paddy (Rice),Blast,475.55,810.0,58.71,Severe,871,Rabi
Andhra Pradesh,Guntur,Tadikonda,Ramapuram,Tomato,Early Blight,610.11,1906.0,32.01,High,580,Kharif
Andhra Pradesh,East Godavari,Kadiam,Mallavaram,Cotton,Leaf Curl Virus,585.76,2361.0,24.81,Medium,499,Rabi
Andhra Pradesh,Palnadu,Palnadu_Mandal_2,Palnadu_Village_39,Cotton,Wilt,73.64,914.3,8.05,High,11,Rabi
Andhra Pradesh,Prakasam,Ongole,Valasapalle,Sugarcane,Red Rot,328.68,1466.0,22.42,Medium,826,Kharif
Andhra Pradesh,Guntur,Amaravathi,Valasapalle,Banana,Sigatoka,79.72,760.0,10.49,Medium,594,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Konidela,Banana,Sigatoka,604.31,1246.0,48.5,High,496,Rabi
Andhra Pradesh,East Godavari,Kadiam,Kothapalli,Banana,Sigatoka,106.21,2284.0,4.65,Low,926,Rabi
Andhra Pradesh,Krishna,Machilipatnam,Mallavaram,Chilli,Anthracnose,319.89,777.0,41.17,High,664,Kharif
Andhra Pradesh,Prakasam,Markapur,Mallavaram,Sugarcane,Red Rot,1628.85,2343.0,69.52,Severe,125,Rabi
Andhra Pradesh,Krishna,Pedana,Kothapalli,Onion,Purple Blotch,28.66,329.0,8.71,Low,15,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Pedapadu,Tomato,Early Blight,971.33,1590.0,61.09,Severe,834,Summer
Andhra Pradesh,East Godavari,Kadiam,Mallavaram,Banana,Sigatoka,624.31,1035.0,60.32,Severe,796,Kharif
Andhra Pradesh,West Godavari,Palacole,Lingapuram,Jowar (Sorghum),Grain Mold,1102.73,2294.0,48.07,High,197,Kharif
Andhra Pradesh,Vizianagaram,Vizianagaram_Mandal_3,Vizianagaram_Village_33,Maize,Fall Armyworm,366.75,785.97,46.66,High,400,Zaid
Andhra Pradesh,Nandyal,Nandyal_Mandal_5,Nandyal_Village_41,Maize,Fall Armyworm,453.36,1020.51,44.42,High,419,Kharif
Andhra Pradesh,NTR,Gannavaram,Konidela,Paddy (Rice),Bacterial Leaf Blight,62.77,211.0,29.75,High,924,Summer
Andhra Pradesh,NTR,Vijayawada Rural,Pedapadu,Banana,Panama Wilt,104.1,521.0,19.98,Medium,138,Rabi
Andhra Pradesh,Prakasam,Markapur,Konidela,Tomato,Leaf Curl Virus,40.96,239.0,17.14,Medium,584,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Chinakakani,Cotton,Leaf Curl Virus,70.52,422.0,16.71,Medium,797,Summer
Andhra Pradesh,East Godavari,Seethanagaram,Kothapalli,Maize,Downy Mildew,73.66,463.0,15.91,Medium,168,Rabi
Andhra Pradesh,Prakasam,Markapur,Pedapadu,Mango,Anthracnose,534.72,1801.0,29.69,High,966,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Lingapuram,Banana,Sigatoka,368.22,1700.0,21.66,Medium,146,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Venkannapalem,Sugarcane,Smut,556.66,885.0,62.9,Severe,607,Summer
Andhra Pradesh,West Godavari,Palacole,Lingapuram,Paddy (Rice),Sheath Blight,184.93,1286.0,14.38,Medium,567,Summer
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_6,Ananthapuramu_Village_18,Sugarcane,Smut,14.17,463.29,3.06,High,229,Kharif
Andhra Pradesh,Anakapalli,Anakapalli_Mandal_4,Anakapalli_Village_13,Sugarcane,Smut,497.09,1384.94,35.89,Low,323,Zaid
Andhra Pradesh,Kurnool,Banaganapalle,Pedapadu,Chilli,Anthracnose,1158.82,2363.0,49.04,High,877,Summer
Andhra Pradesh,Guntur,Amaravathi,Chinakakani,Jowar (Sorghum),Grain Mold,260.81,1875.0,13.91,Medium,173,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Annavaram,Cotton,Leaf Curl Virus,307.95,2897.0,10.63,Medium,963,Summer
Andhra Pradesh,West Godavari,Palacole,Ramapuram,Maize,Downy Mildew,633.33,976.0,64.89,Severe,758,Rabi
Andhra Pradesh,Eluru,Eluru_Mandal_9,Eluru_Village_6,Mango,Sooty Mold,168.23,1126.55,14.93,High,366,Kharif
Andhra Pradesh,West Godavari,Palacole,Venkannapalem,Maize,Downy Mildew,539.12,1996.0,27.01,High,725,Rabi
Andhra Pradesh,NTR,Gannavaram,Venkannapalem,Onion,Purple Blotch,631.38,1231.0,51.29,Severe,181,Summer
Andhra Pradesh,West Godavari,Narasapuram,Kothapalli,Jowar (Sorghum),Grain Mold,97.94,2950.0,3.32,Low,248,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Konidela,Cotton,Leaf Curl Virus,564.85,2626.0,21.51,Medium,142,Summer
Andhra Pradesh,NTR,Gannavaram,Dulla,Onion,Stemphylium Blight,358.39,1232.0,29.09,High,624,Rabi
Andhra Pradesh,West Godavari,Bhimavaram,Konidela,Maize,Downy Mildew,57.12,246.0,23.22,Medium,619,Kharif
Andhra Pradesh,East Godavari,Kadiam,Lingapuram,Onion,Purple Blotch,145.71,377.0,38.65,High,594,Kharif
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_9,Parvathipuram Manyam_Village_15,Maize,Stalk Rot,208.75,1119.94,18.64,High,318,Zaid
Andhra Pradesh,Kurnool,Panyam,Pedapadu,Mango,Anthracnose,917.35,2779.0,33.01,High,977,Kharif
Andhra Pradesh,Krishna,Gudivada,Annavaram,Jowar (Sorghum),Anthracnose,332.36,2848.0,11.67,Medium,211,Kharif
Andhra Pradesh,West Godavari,Palacole,Lingapuram,Mango,Powdery Mildew,85.09,933.0,9.12,Low,919,Kharif
Andhra Pradesh,Guntur,Amaravathi,Dulla,Tomato,Late Blight,2.66,123.0,2.16,Low,427,Kharif
Andhra Pradesh,East Godavari,Rajanagaram,Pedapadu,Jowar (Sorghum),Anthracnose,653.21,2664.0,24.52,Medium,870,Rabi
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_9,Ananthapuramu_Village_2,Rice,Blast,499.15,921.21,54.18,High,106,Kharif
Andhra Pradesh,Sri Sathya Sai,Sri Sathya Sai_Mandal_2,Sri Sathya Sai_Village_41,Tomato,Early Blight,445.73,993.54,44.86,High,345,Zaid
Andhra Pradesh,Krishna,Pedana,Valasapalle,Tomato,Early Blight,866.32,1642.0,52.76,Severe,532,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Konidela,Chilli,Leaf Curl Virus,628.9,2847.0,22.09,Medium,819,Kharif
Andhra Pradesh,Annamayya,Rayachoti,Kothapalli,Chilli,Leaf Curl Virus,746.35,1123.0,66.46,Severe,926,Summer
Andhra Pradesh,NTR,Kanchikacherla,Pedapadu,Mango,Powdery Mildew,106.47,819.0,13.0,Medium,759,Kharif
Andhra Pradesh,East Godavari,Kadiam,Konidela,Turmeric,Rhizome Rot,596.61,1295.0,46.07,High,618,Rabi
Andhra Pradesh,Prakasam,Ongole,Mallavaram,Groundnut,Rust,25.17,203.0,12.4,Medium,743,Rabi
Andhra Pradesh,Prakasam,Markapur,Venkannapalem,Chilli,Anthracnose,402.16,1137.0,35.37,High,757,Rabi
Andhra Pradesh,Visakhapatnam,Visakhapatnam_Mandal_8,Visakhapatnam_Village_46,Cotton,Boll Rot,453.18,840.36,53.93,Low,376,Zaid
Andhra Pradesh,NTR,Gannavaram,Chinakakani,Tomato,Leaf Curl Virus,110.91,2077.0,5.34,Low,863,Kharif
Andhra Pradesh,Anakapalli,Anakapalli_Mandal_6,Anakapalli_Village_4,Rice,Bacterial Blight,61.39,577.32,10.63,Low,357,Kharif
Andhra Pradesh,Nandyal,Nandyal_Mandal_6,Nandyal_Village_24,Maize,Turcicum Leaf Blight,482.5,1062.39,45.42,Low,292,Rabi
Andhra Pradesh,Annamayya,Rayachoti,Kothapalli,Paddy (Rice),Sheath Blight,1031.07,2413.0,42.73,High,696,Summer
Andhra Pradesh,East Godavari,Rajanagaram,Venkannapalem,Turmeric,Leaf Spot,1352.19,1958.0,69.06,Severe,175,Rabi
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore_Mandal_6,Sri Potti Sriramulu Nellore_Village_43,Rice,Bacterial Blight,154.36,783.24,19.71,Medium,284,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Lingapuram,Chilli,Anthracnose,103.96,1432.0,7.26,Low,871,Rabi
Andhra Pradesh,Annamayya,Madanapalle,Annavaram,Jowar (Sorghum),Anthracnose,640.94,2597.0,24.68,Medium,177,Kharif
Andhra Pradesh,Kurnool,Panyam,Kothapalli,Sugarcane,Smut,222.41,1378.0,16.14,Medium,481,Kharif
Andhra Pradesh,NTR,Gannavaram,Venkannapalem,Banana,Panama Wilt,681.52,1835.0,37.14,High,204,Summer
Andhra Pradesh,Annamayya,Pileru,Chinakakani,Jowar (Sorghum),Anthracnose,37.78,111.0,34.04,High,918,Kharif
Andhra Pradesh,Kakinada,Kakinada_Mandal_2,Kakinada_Village_19,Maize,Turcicum Leaf Blight,466.87,879.16,53.1,High,410,Rabi
Andhra Pradesh,Krishna,Pedana,Annavaram,Banana,Sigatoka,242.47,522.0,46.45,High,412,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Pedapadu,Tomato,Leaf Curl Virus,263.12,463.0,56.83,Severe,57,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Mallavaram,Maize,Downy Mildew,450.72,910.0,49.53,High,306,Kharif
Andhra Pradesh,East Godavari,Rajanagaram,Konidela,Cotton,Leaf Curl Virus,54.68,113.0,48.39,High,306,Kharif
Andhra Pradesh,Guntur,Amaravathi,Annavaram,Sugarcane,Smut,161.7,440.0,36.75,High,729,Summer
Andhra Pradesh,NTR,Kanchikacherla,Ramapuram,Banana,Sigatoka,14.4,847.0,1.7,Low,328,Rabi
Andhra Pradesh,East Godavari,Kadiam,Dulla,Jowar (Sorghum),Anthracnose,1314.49,2545.0,51.65,Severe,787,Rabi
Andhra Pradesh,Prakasam,Ongole,Ramapuram,Maize,Downy Mildew,485.22,2260.0,21.47,Medium,280,Summer
Andhra Pradesh,Vizianagaram,Vizianagaram_Mandal_10,Vizianagaram_Village_15,Tomato,Late Blight,50.46,657.91,7.67,High,106,Rabi
Andhra Pradesh,Prakasam,Ongole,Annavaram,Jowar (Sorghum),Anthracnose,1003.38,2637.0,38.05,High,93,Kharif
Andhra Pradesh,Nandyal,Nandyal_Mandal_8,Nandyal_Village_45,Rice,Brown Spot,9.15,774.06,1.18,Medium,340,Rabi
Andhra Pradesh,Prakasam,Ongole,Chinakakani,Paddy (Rice),Brown Spot,1811.68,2923.0,61.98,Severe,639,Summer
Andhra Pradesh,Prakasam,Markapur,Valasapalle,Sugarcane,Smut,14.47,1352.0,1.07,Low,629,Kharif
Andhra Pradesh,Guntur,Mangalagiri,Pedapadu,Maize,Maydis Leaf Blight,547.97,2597.0,21.1,Medium,765,Summer
Andhra Pradesh,NTR,Vijayawada Rural,Dulla,Cotton,Pink Bollworm,328.13,480.0,68.36,Severe,215,Kharif
Andhra Pradesh,Annamayya,Madanapalle,Lingapuram,Groundnut,Tikka Leaf Spot,23.3,1676.0,1.39,Low,120,Summer
Andhra Pradesh,Annamayya,Madanapalle,Konidela,Mango,Anthracnose,117.8,760.0,15.5,Medium,522,Rabi
Andhra Pradesh,YSR Kadapa,YSR Kadapa_Mandal_6,YSR Kadapa_Village_38,Mango,Anthracnose,136.56,695.84,19.63,Low,117,Kharif
Andhra Pradesh,Guntur,Amaravathi,Lingapuram,Mango,Powdery Mildew,1330.77,2153.0,61.81,Severe,677,Summer
Andhra Pradesh,Kakinada,Kakinada_Mandal_10,Kakinada_Village_11,Chilli,Die Back,295.45,1290.45,22.9,High,259,Kharif
Andhra Pradesh,Prakasam,Ongole,Valasapalle,Chilli,Anthracnose,1357.34,2790.0,48.65,High,400,Summer
Andhra Pradesh,Annamayya,Pileru,Ramapuram,Mango,Anthracnose,216.82,2233.0,9.71,Low,459,Summer
Andhra Pradesh,Nandyal,Nandyal_Mandal_9,Nandyal_Village_5,Groundnut,Collar Rot,255.43,750.86,34.02,Low,406,Kharif
Andhra Pradesh,Prakasam,Ongole,Pedapadu,Onion,Stemphylium Blight,156.21,288.0,54.24,Severe,408,Kharif
